time,empiricalCdf,theoreticalCdf,piLower,piUpper,split
4.184,0.0104167,0.0208333,0,0.0729167,All
4.73667,0.0208333,0.0416667,0,0.09375,All
5.28933,0.0520833,0.0625,0.0104167,0.114583,All
5.842,0.0833333,0.0736842,0.0208333,0.145833,All
6.39467,0.114583,0.104167,0.0416667,0.166667,All
6.94733,0.114583,0.125,0.0625,0.197917,All
7.5,0.177083,0.145833,0.0833333,0.229167,All
8.05267,0.21875,0.177083,0.0989583,0.25,All
8.60533,0.229167,0.208333,0.125,0.28125,All
9.158,0.25,0.229167,0.15625,0.3125,All
9.71067,0.270833,0.260417,0.177083,0.34375,All
10.2633,0.291667,0.28125,0.198958,0.369792,All
10.816,0.3125,0.3125,0.219901,0.395833,All
11.3687,0.354167,0.333333,0.25,0.416667,All
11.9213,0.40625,0.364583,0.28125,0.4375,All
12.474,0.4375,0.385417,0.293202,0.465954,All
13.0267,0.447917,0.40625,0.322917,0.479167,All
13.5793,0.458333,0.431579,0.34375,0.5,All
14.132,0.479167,0.447917,0.371711,0.520833,All
14.6847,0.489583,0.46875,0.385417,0.534046,All
15.2373,0.5,0.489583,0.413596,0.552083,All
15.79,0.520833,0.510417,0.434539,0.568421,All
16.3427,0.552083,0.523575,0.455482,0.583333,All
16.8953,0.572917,0.541667,0.46875,0.59375,All
17.448,0.583333,0.5625,0.489583,0.614583,All
18.0007,0.583333,0.572917,0.510417,0.625,All
18.5533,0.59375,0.59375,0.53125,0.645833,All
19.106,0.614583,0.604167,0.541667,0.65625,All
19.6587,0.625,0.625,0.5625,0.675384,All
20.2113,0.65625,0.635417,0.572917,0.6875,All
20.764,0.666667,0.65625,0.59375,0.697917,All
21.3167,0.666667,0.666667,0.604167,0.71875,All
21.8693,0.6875,0.677083,0.621053,0.729167,All
22.422,0.708333,0.697917,0.635417,0.75,All
22.9747,0.71875,0.708333,0.645833,0.760417,All
23.5273,0.729167,0.71875,0.666667,0.770833,All
24.08,0.739583,0.738213,0.677083,0.79057,All
24.6327,0.739583,0.75,0.691118,0.802083,All
25.1853,0.75,0.760417,0.70159,0.8125,All
25.738,0.760417,0.770833,0.715789,0.822917,All
26.2907,0.760417,0.78125,0.729167,0.833333,All
26.8433,0.770833,0.791667,0.739583,0.84375,All
27.396,0.78125,0.802083,0.75,0.854167,All
27.9487,0.78125,0.8125,0.760417,0.864583,All
28.5013,0.791667,0.822917,0.770833,0.864583,All
29.054,0.8125,0.833333,0.78125,0.875,All
29.6067,0.833333,0.84375,0.791667,0.885417,All
30.1593,0.833333,0.854167,0.802083,0.895833,All
30.712,0.84375,0.854167,0.8125,0.90625,All
31.2647,0.864583,0.864583,0.822917,0.90625,All
31.8173,0.875,0.875,0.833333,0.916667,All
32.37,0.875,0.885417,0.842105,0.916667,All
32.9227,0.895833,0.885417,0.84375,0.927083,All
33.4753,0.90625,0.895833,0.854167,0.9375,All
34.028,0.916667,0.905263,0.854167,0.9375,All
34.5807,0.927083,0.90625,0.864583,0.947917,All
35.1333,0.927083,0.916667,0.873684,0.947917,All
35.686,0.958333,0.916667,0.875,0.958333,All
36.2387,0.958333,0.927083,0.885417,0.958333,All
36.7913,0.96875,0.927083,0.885417,0.96875,All
37.344,0.96875,0.9375,0.895833,0.96875,All
37.8967,0.96875,0.9375,0.90625,0.96875,All
38.4493,0.96875,0.947917,0.90625,0.979167,All
39.002,0.96875,0.947917,0.916667,0.979167,All
39.5547,0.96875,0.947917,0.916667,0.979167,All
40.1073,0.96875,0.958333,0.927083,0.989474,All
40.66,0.96875,0.958333,0.927083,0.989583,All
41.2127,0.96875,0.96875,0.936842,0.989583,All
41.7653,0.96875,0.96875,0.9375,0.989583,All
42.318,0.96875,0.96875,0.947368,0.989583,All
42.8707,0.96875,0.96875,0.947917,0.989583,All
43.4233,0.96875,0.979167,0.947917,1,All
43.976,0.96875,0.979167,0.947917,1,All
44.5287,0.96875,0.979167,0.958333,1,All
45.0813,0.96875,0.979167,0.958333,1,All
45.634,0.96875,0.989474,0.958333,1,All
46.1867,0.979167,0.989583,0.96875,1,All
46.7393,0.979167,0.989583,0.96875,1,All
47.292,0.979167,0.989583,0.96875,1,All
47.8447,0.979167,0.989583,0.96875,1,All
48.3973,0.979167,0.989583,0.978947,1,All
48.95,0.979167,0.989583,0.978947,1,All
49.5027,0.979167,0.989583,0.979167,1,All
50.0553,0.979167,1,0.979167,1,All
50.608,0.979167,1,0.979167,1,All
51.1607,0.979167,1,0.979167,1,All
51.7133,0.989583,1,0.979167,1,All
52.266,0.989583,1,0.984264,1,All
52.8187,0.989583,1,0.989583,1,All
53.3713,0.989583,1,0.989583,1,All
53.924,0.989583,1,0.989583,1,All
54.4767,0.989583,1,0.989583,1,All
55.0293,0.989583,1,0.989583,1,All
55.582,0.989583,1,0.989583,1,All
56.1347,0.989583,1,0.989583,1,All
56.6873,0.989583,1,0.989583,1,All
57.24,0.989583,1,1,1,All
57.7927,0.989583,1,1,1,All
58.3453,0.989583,1,1,1,All
58.898,1,1,1,1,All
