iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1477.58,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1460.12,1,6.68922,2.53654,0.636467,52.1495,17.7306,61.5071,0.974679,0.974679,1.07633,0.974679,0.998743,0.974679,0.974679
3,1451.46,1,8.77629,2.22143,0.364833,51.4953,17.3611,61.2334,0.95,0.95,1.04908,0.95,0.998743,0.95,0.95
4,1446.35,1,6.06371,1.97117,0.660277,46.0046,18.554,54.639,0.925945,0.925945,1.06034,0.925945,0.998743,0.925945,0.925945
5,1433.19,1,6.14284,1.73722,0.61644,51.894,15.2241,61.4499,0.9025,0.9025,1.03349,0.9025,0.998743,0.9025,0.9025
6,1416.88,1,7.10067,2.41007,0.526561,58.6413,15.1616,69.0791,0.879648,0.879648,1.05508,0.879648,0.998743,0.879648,0.879648
7,1403.55,1,6.38181,2.03065,0.648231,62.8791,13.599,73.9333,0.857375,0.857375,1.02837,0.857375,0.998743,0.857375,0.857375
8,1393.59,1,9.41652,2.20149,0.273626,61.4984,13.5684,71.7267,0.835666,0.835666,1.07328,0.835666,0.998743,0.835666,0.835666
9,1395.31,1,9.0201,1.49107,0.254099,68.3185,11.0504,79.6833,0.814506,0.814506,1.11107,0.814506,0.998743,0.814506,0.814506
10,1376.48,1,6.03836,2.03103,0.646323,66.3329,9.61841,77.5322,0.793882,0.793882,1.15045,0.793882,0.998743,0.793882,0.793882
11,1359.57,1,7.30044,2.36588,0.561241,57.1621,10.3953,66.6006,0.773781,0.773781,1.12132,0.773781,0.998743,0.773781,0.773781
12,1340.89,1,8.52369,2.19549,0.436056,54.5769,11.8645,63.4655,0.754188,0.754188,1.09293,0.754188,0.998743,0.754188,0.754188
13,1348.86,1,8.56963,1.98605,0.364836,57.1052,15.6936,66.1693,0.735092,0.735092,1.13851,0.735092,0.998743,0.735092,0.735092
14,1335.16,1,7.20586,2.37377,0.529497,58.64,11.3101,68.0427,0.716479,0.716479,1.23279,0.716479,0.998743,0.716479,0.716479
15,1318.7,1,6.57494,2.08087,0.598708,52.767,13.4833,61.2441,0.698337,0.698337,1.32335,0.698337,0.998743,0.698337,0.698337
16,1312.12,1,7.95821,1.37227,0.349755,49.2307,16.8689,57.2292,0.680655,0.680655,1.28984,0.680655,0.998743,0.680655,0.680655
17,1297.31,1,7.88352,2.02146,0.428061,52.7556,16.6899,61.3743,0.66342,0.66342,1.34294,0.66342,0.998743,0.66342,0.66342
18,1287.86,1,7.40106,2.62451,0.559812,55.0451,18.7709,64.0452,0.646622,0.646622,1.30893,0.646622,0.998743,0.646622,0.646622
19,1276.42,1,7.81864,1.72143,0.450552,54.7556,19.2869,63.4093,0.630249,0.630249,1.27579,0.630249,0.998743,0.630249,0.630249
20,1269.52,1,9.11954,1.53552,0.29133,51.3868,17.6131,59.4991,0.614291,0.614291,1.24349,0.614291,0.998743,0.614291,0.614291
21,1257.94,1,8.49843,1.90257,0.365507,49.1089,22.5296,57.1978,0.598737,0.598737,1.212,0.598737,0.998743,0.598737,0.598737
22,1248.01,1,8.57888,2.37628,0.423884,50.7334,17.9812,59.4593,0.583577,0.583577,1.18848,0.583577,0.998743,0.583577,0.583577
23,1237.82,1,9.20721,2.39848,0.364537,51.3612,14.9153,60.4685,0.5688,0.5688,1.18973,0.5688,0.998743,0.5688,0.5688
24,1217.19,1,8.09935,2.22893,0.465683,51.4984,12.6544,60.2555,0.554398,0.554398,1.1596,0.554398,0.998743,0.554398,0.554398
25,1205.42,1,9.36691,2.09405,0.295895,50.2072,12.5929,58.6015,0.54036,0.54036,1.24372,0.54036,0.998743,0.54036,0.54036
26,1193.03,1,8.24078,1.30101,0.362128,52.9255,15.3579,61.9077,0.526678,0.526678,1.21249,0.526678,0.998743,0.526678,0.526678
27,1192.11,1,8.17093,1.85638,0.414706,51.0324,18.257,59.6034,0.513342,0.513342,1.26889,0.513342,0.998743,0.513342,0.513342
28,1177.99,1,8.47229,2.24204,0.413353,51.6377,17.4752,59.9651,0.500344,0.500344,1.23676,0.500344,0.998743,0.500344,0.500344
29,1167.18,1,10.7897,1.6795,0.150015,51.9419,19.7212,60.0592,0.487675,0.487675,1.20545,0.487675,0.998743,0.487675,0.487675
30,1152.95,1,11.9034,1.7551,0.0716592,49.4735,17.0774,57.0282,0.475327,0.475327,1.17492,0.475327,0.998743,0.475327,0.475327
31,1146.77,1,7.77415,2.23717,0.514439,51.4976,14.3648,59.0385,0.463291,0.463291,1.1489,0.463291,0.998743,0.463291,0.463291
