iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1476.14,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1459.34,1,5.08714,2.01451,0.753148,49.9469,17.4087,59.0026,0.974679,0.974679,0.974679,0.974679,0.998743,0.974679,0.974679
3,1450.47,1,4.27184,0.981478,0.872915,50.8229,17.1494,60.7255,0.95,0.95,0.962343,0.95,0.998743,0.95,0.95
4,1446.42,1,7.70282,1.19517,0.24028,49.3907,19.3819,58.6743,0.925945,0.925945,1.03843,0.925945,0.998743,0.925945,0.925945
5,1423.46,1,6.61636,0.67014,0.400141,49.6947,16.3584,58.8002,0.9025,0.9025,1.01213,0.9025,0.998743,0.9025,0.9025
6,1410.97,1,4.73121,1.71503,0.761505,49.7982,17.8357,58.9544,0.879648,0.879648,1.08583,0.879648,0.998743,0.879648,0.879648
7,1399.83,1,4.84324,1.79861,0.769841,50.2017,19.2213,58.9743,0.857375,0.857375,1.05834,0.857375,0.998743,0.857375,0.857375
8,1384.9,1,6.61519,0.950333,0.434484,51.1677,18.0608,59.7994,0.835666,0.835666,1.03154,0.835666,0.998743,0.835666,0.835666
9,1383.18,1,6.53987,0.76203,0.476481,58.5707,14.6272,68.4848,0.814506,0.814506,1.11539,0.814506,0.998743,0.814506,0.814506
10,1370.1,1,3.43999,1.80483,1.13523,61.6616,13.0929,71.6001,0.793882,0.793882,1.08714,0.793882,0.998743,0.793882,0.793882
11,1352.24,1,4.1449,1.53437,0.955064,65.4903,10.7662,75.6275,0.773781,0.773781,1.05962,0.773781,0.998743,0.773781,0.773781
12,1341.6,1,6.45722,0.678209,0.48575,64.8528,10.4984,74.4687,0.754188,0.754188,1.04842,0.754188,0.998743,0.754188,0.754188
13,1338.02,1,5.42521,0.763292,0.710659,67.0677,13.7729,76.6895,0.735092,0.735092,1.02187,0.735092,0.998743,0.735092,0.735092
14,1326.13,1,5.16411,1.21372,0.705766,63.7433,10.6756,73.2185,0.716479,0.716479,1.02383,0.716479,0.998743,0.716479,0.716479
15,1309.39,1,3.94704,1.30854,0.978833,61.9585,13.4367,71.3967,0.698337,0.698337,0.99812,0.698337,0.998743,0.698337,0.698337
16,1306.57,1,3.96699,1.41805,0.930917,51.3426,13.8904,59.497,0.680655,0.680655,1.04804,0.680655,0.998743,0.680655,0.680655
17,1290.08,1,5.42613,1.41782,0.651101,52.5989,9.89559,61.0554,0.66342,0.66342,1.0215,0.66342,0.998743,0.66342,0.66342
18,1274.51,1,7.08406,1.16781,0.419006,55.483,11.4842,64.1901,0.646622,0.646622,0.99564,0.646622,0.998743,0.646622,0.646622
19,1264.86,1,6.37893,0.845913,0.504856,56.2532,13.0946,64.8851,0.630249,0.630249,0.997858,0.630249,0.998743,0.630249,0.630249
20,1256.32,1,4.96254,1.52566,0.763508,54.0707,12.821,62.4398,0.614291,0.614291,0.972591,0.614291,0.998743,0.614291,0.614291
21,1239.75,1,5.72663,1.7025,0.6408,52.447,15.2326,60.8401,0.598737,0.598737,0.947965,0.598737,0.998743,0.598737,0.598737
22,1224.03,1,5.83465,1.21707,0.64699,55.5776,12.7376,64.945,0.583577,0.583577,0.923962,0.583577,0.998743,0.583577,0.583577
23,1211.85,1,5.69335,1.11105,0.620591,55.9268,12.2443,65.6992,0.5688,0.5688,0.900567,0.5688,0.998743,0.5688,0.5688
24,1195.61,1,6.90623,1.12887,0.477666,56.3966,11.5292,66.0044,0.554398,0.554398,0.877764,0.554398,0.998743,0.554398,0.554398
25,1192.56,1,5.41282,1.26712,0.697769,54.2307,9.65959,63.5544,0.54036,0.54036,0.855538,0.54036,0.998743,0.54036,0.54036
26,1178.54,1,7.20429,0.919749,0.412102,52.9482,9.50576,62.1729,0.526678,0.526678,0.833875,0.526678,0.998743,0.526678,0.526678
27,1169.46,1,6.46416,1.01609,0.494075,53.294,10.1768,62.5312,0.513342,0.513342,0.812761,0.513342,0.998743,0.513342,0.513342
28,1152.92,1,5.28,1.38865,0.70203,52.3408,10.0652,60.7763,0.500344,0.500344,0.792182,0.500344,0.998743,0.500344,0.500344
29,1140.15,1,5.97913,1.07867,0.591563,51.4224,10.9092,59.5814,0.487675,0.487675,0.772123,0.487675,0.998743,0.487675,0.487675
30,1133.9,1,6.50127,0.960542,0.504337,51.281,9.49161,59.3197,0.475327,0.475327,0.752573,0.475327,0.998743,0.475327,0.475327
31,1131.36,1,5.16342,1.22064,0.72202,53.1798,8.84907,61.3382,0.463291,0.463291,0.736376,0.463291,0.998743,0.463291,0.463291
32,1114.92,1,5.06773,1.44966,0.735156,52.662,8.17064,60.733,0.45156,0.45156,0.71773,0.45156,0.998743,0.45156,0.45156
33,1105.23,1,6.52383,1.09175,0.50584,52.3436,7.67073,60.1668,0.440127,0.440127,0.699557,0.440127,0.998743,0.440127,0.440127
34,1092.18,1,5.0761,1.35157,0.726686,50.8826,8.25545,58.5766,0.428982,0.428982,0.707245,0.428982,0.998743,0.428982,0.428982
35,1083.23,1,5.13478,1.42418,0.723689,50.361,8.50639,58.0007,0.41812,0.41812,0.729961,0.41812,0.998743,0.41812,0.41812
36,1074.14,1,5.44028,1.21922,0.685445,49.9332,9.67681,57.6084,0.407533,0.407533,0.711478,0.407533,0.998743,0.407533,0.407533
37,1067.91,1,6.42982,0.990032,0.503854,47.8912,9.16954,55.1957,0.397214,0.397214,0.739206,0.397214,0.998743,0.397214,0.397214
38,1046.55,1,6.76183,0.85068,0.458904,48.9653,8.14426,56.5252,0.387157,0.387157,0.720489,0.387157,0.998743,0.387157,0.387157
39,1037.7,1,6.1191,0.938582,0.560392,46.3107,9.51141,53.5127,0.377354,0.377354,0.702246,0.377354,0.998743,0.377354,0.377354
40,1036.35,1,5.68445,1.20487,0.640216,47.5381,9.39638,54.7584,0.367799,0.384278,0.713517,0.387421,0.998743,0.367799,0.367799
41,1033.2,1,6.35355,0.813599,0.531492,48.6714,9.35278,56.0452,0.358486,0.374548,0.712333,0.377611,0.998743,0.358486,0.358486
42,1023.14,1,6.16604,1.02917,0.570437,46.7927,11.346,53.9296,0.349409,0.369553,0.694297,0.375861,0.998743,0.349409,0.349409
43,1013.42,1,6.80498,0.96198,0.471284,47.1765,13.6378,54.4209,0.340562,0.365545,0.676717,0.371098,0.998743,0.340562,0.340562
44,1001.69,1,5.98466,1.14219,0.587447,44.9662,13.5502,51.9174,0.331938,0.369356,0.659582,0.376859,0.998743,0.331938,0.331938
45,1001.16,1,5.76413,1.18978,0.626414,45.6877,13.2236,52.6633,0.323534,0.366941,0.673222,0.373778,0.998743,0.323534,0.323534
46,979.405,1,6.92222,0.974641,0.456419,46.6117,12.4836,53.9736,0.315341,0.35765,0.68671,0.364314,0.998743,0.315341,0.315341
47,975.203,1,6.6991,0.96736,0.472204,46.703,12.1956,54.1789,0.307357,0.348594,0.669322,0.355089,0.998743,0.307357,0.307357
48,968.525,1,6.06326,1.13383,0.565106,44.4638,11.8226,51.3757,0.299574,0.339767,0.751748,0.346098,0.998743,0.299574,0.299574
49,952.214,1,6.32464,1.01162,0.518936,45.1064,11.7784,52.0513,0.291989,0.331164,0.732713,0.337334,0.998743,0.291989,0.291989
50,942.848,1,6.34051,1.01046,0.524421,43.5709,12.1573,50.3169,0.284596,0.322779,0.714161,0.328793,0.998743,0.284596,0.284596
51,938.294,1,6.23108,1.00062,0.538893,44.7054,10.7186,51.497,0.27739,0.314606,0.696078,0.320468,0.998743,0.27739,0.27739
52,931.941,1,6.45192,1.0218,0.512537,46.2071,11.1346,53.2653,0.270366,0.30664,0.678453,0.312353,0.998743,0.270366,0.270366
53,927.495,1,6.2134,1.08964,0.54637,45.4658,12.1556,52.4391,0.26352,0.298876,0.661274,0.304444,0.998743,0.26352,0.26352
54,936.271,1,6.28452,1.07755,0.540346,46.9785,11.6429,54.2837,0.256848,0.325145,0.64453,0.332296,0.998743,0.256848,0.256848
55,926.506,1,6.1032,1.14777,0.567989,45.9344,11.8738,53.3134,0.250344,0.316913,0.62821,0.323882,0.998743,0.250344,0.250344
56,923.601,1,6.08729,1.14855,0.584486,45.2402,13.4891,52.4221,0.244005,0.311777,0.612304,0.318096,0.998743,0.244005,0.244005
57,904.597,1,6.56518,1.08026,0.513094,45.8528,13.1968,53.2271,0.237827,0.309489,0.5968,0.314542,0.998743,0.237827,0.237827
58,902.61,1,6.68249,1.00774,0.48637,43.7044,12.6354,50.75,0.231805,0.301652,0.65999,0.306577,0.998743,0.231805,0.231805
59,902.978,1,6.38382,1.03275,0.521667,43.8438,12.2841,50.9521,0.225936,0.317393,0.643278,0.321263,0.998743,0.225936,0.225936
60,890.861,1,6.79722,0.98315,0.451848,43.41,12.9937,50.2372,0.220215,0.309356,0.62699,0.314465,0.998743,0.220215,0.220215
61,889.006,1,6.21066,1.05693,0.539628,42.1818,12.7618,48.9807,0.214639,0.301523,0.611114,0.306502,0.998743,0.214639,0.214639
62,895.726,1,6.30595,0.975407,0.521245,41.6064,13.7775,48.2628,0.209204,0.293889,0.595641,0.298742,0.998743,0.217498,0.209204
63,873.936,1,6.14663,0.982769,0.560386,41.4077,12.9856,47.9686,0.203907,0.290866,0.580559,0.297609,0.998743,0.211991,0.203907
64,868.119,1,6.16593,1.01865,0.543263,40.6773,13.4045,46.9115,0.198744,0.283501,0.575766,0.290073,0.998743,0.206623,0.198744
65,871.552,1,5.99812,1.11108,0.586843,41.4058,13.725,47.7875,0.193711,0.276323,0.631228,0.28431,0.998743,0.209484,0.193711
66,864.364,1,6.42494,0.932532,0.514656,40.0288,14.6286,46.0841,0.188807,0.269326,0.615245,0.277111,0.998743,0.210792,0.188807
67,872.448,1,6.13249,0.977499,0.551739,40.9544,13.7632,47.3759,0.184026,0.276736,0.669183,0.282358,0.998743,0.207976,0.184026
68,871.102,1,6.00406,1.02729,0.594055,40.1358,15.4629,46.3696,0.179366,0.288252,0.708081,0.293833,0.998743,0.207507,0.179366
69,860.559,1,5.9411,1.10394,0.595869,40.1068,15.9371,46.3467,0.174825,0.280953,0.690152,0.286393,0.998743,0.202253,0.174825
70,855.226,1,5.69711,1.10461,0.645468,40.0348,17.0931,46.3494,0.170398,0.273839,0.672677,0.279142,0.998743,0.211552,0.170398
71,855.182,1,5.59365,1.03415,0.65556,39.6291,16.6093,45.9299,0.166083,0.266906,0.655645,0.272074,0.998743,0.221204,0.166083
72,854.748,1,5.8703,0.96687,0.597067,40.173,14.8308,46.5001,0.161878,0.260147,0.639043,0.265185,0.998743,0.226987,0.161878
73,841.034,1,5.84137,0.979499,0.610067,40.7992,15.2925,47.325,0.157779,0.25356,0.622862,0.25847,0.998743,0.227022,0.157779
74,843.639,1,5.83676,0.947853,0.617595,40.4098,15.2369,46.8746,0.153784,0.24714,0.607091,0.251925,0.998743,0.235457,0.153784
75,825.09,1,6.23966,1.00663,0.551624,39.773,15.0097,46.278,0.14989,0.240882,0.591719,0.245547,0.998743,0.229495,0.14989
76,824.54,1,5.89215,1.11532,0.606137,40.6272,14.6347,47.2979,0.146095,0.23563,0.576737,0.244421,0.998743,0.22729,0.146095
77,825.602,1,5.87804,1.05637,0.604632,40.1044,14.6377,46.6728,0.142396,0.23594,0.562133,0.245251,0.998743,0.236493,0.142396
78,830.842,1,6.11343,0.98519,0.569602,38.9551,15.7959,45.2813,0.13879,0.231988,0.601099,0.241233,0.998743,0.246244,0.13879
79,825.034,1,5.76327,1.12503,0.628182,39.7703,15.5228,46.2777,0.135276,0.252111,0.585879,0.261635,0.998743,0.245897,0.135276
80,820.064,1,5.61296,1.13457,0.657498,39.113,15.4315,45.5298,0.131851,0.245728,0.571044,0.25501,0.998743,0.24198,0.131851
81,818.273,1,5.59006,1.16222,0.668859,38.7588,15.8649,45.113,0.138443,0.248973,0.556585,0.258277,0.998743,0.252654,0.128512
82,822.779,1,5.44212,1.1269,0.699463,38.9839,15.6904,45.4035,0.134937,0.242669,0.542492,0.251737,0.998743,0.254046,0.125258
83,825.785,1,5.62539,1.12505,0.657559,39.3777,15.8137,45.8634,0.131528,0.247175,0.581445,0.259513,0.998743,0.256724,0.122087
84,813.638,1,5.32797,1.13817,0.709238,38.6884,17.2262,45.1121,0.130635,0.240916,0.566723,0.252942,0.998743,0.265093,0.118995
85,815.011,1,5.40797,1.20565,0.703878,38.8102,18.042,45.2172,0.129617,0.239417,0.552373,0.251122,0.998743,0.261745,0.115982
86,802.755,1,5.44497,1.20171,0.695438,38.5816,16.206,45.013,0.129338,0.233355,0.565968,0.244764,0.998743,0.266644,0.113045
87,800.999,1,5.26617,1.17274,0.720802,38.2182,16.5776,44.5406,0.136078,0.229932,0.563204,0.241289,0.998743,0.266134,0.110183
